Area,Type,Most Recent Date,Date,Employment,Labor Force,Unemployment,Unemployment Rate
Alabama,State,2023-11-30,2012-12-31,2001117.5833333333,2179074.9166666665,177957.33333333334,8.158333333333333
Alabama,State,2023-11-30,2013-12-31,2013764.5,2172942.4166666665,159177.91666666666,7.325
Alabama,State,2023-11-30,2014-12-31,2018737.3333333333,2164595.5,145858.16666666666,6.733333333333333
Alabama,State,2023-11-30,2015-12-31,2020763.4166666667,2152497.9166666665,131734.5,6.125
Alabama,State,2023-11-30,2016-12-31,2028929.0,2155751.4166666665,126822.41666666667,5.908333333333334
Alabama,State,2023-11-30,2017-12-31,2103740.4166666665,2203379.6666666665,99639.25,4.508333333333334
Alabama,State,2023-11-30,2018-12-31,2151843.1666666665,2239817.6666666665,87974.5,3.9416666666666664
Alabama,State,2023-11-30,2019-12-31,2200012.5833333335,2272405.5833333335,72393.0,3.1833333333333336
Alabama,State,2023-11-30,2020-12-31,2124281.8333333335,2269427.0,145145.16666666666,6.425
Alabama,State,2023-11-30,2021-12-31,2183166.5833333335,2259433.3333333335,76266.75,3.3666666666666667
Alabama,State,2023-11-30,2022-12-31,2226687.3333333335,2286026.0833333335,59338.75,2.575
Alabama,State,2023-11-30,2023-12-31,2248859.6363636362,2301225.1818181816,52365.545454545456,2.2818181818181817
Alaska,State,2023-11-30,1990-12-31,250559.08333333334,270198.5,19639.416666666668,7.258333333333333
Alaska,State,2023-11-30,1991-12-31,253330.41666666666,276405.1666666667,23074.75,8.341666666666667
Alaska,State,2023-11-30,1992-12-31,260994.25,286332.9166666667,25338.666666666668,8.858333333333333
Alaska,State,2023-11-30,1993-12-31,271265.25,294227.0833333333,22961.833333333332,7.8
Alaska,State,2023-11-30,1994-12-31,277837.5,300745.25,22907.75,7.616666666666667
Alaska,State,2023-11-30,1995-12-31,280522.25,302733.1666666667,22210.916666666668,7.325
Alaska,State,2023-11-30,1996-12-31,285712.0833333333,308593.0833333333,22881.0,7.425
Alaska,State,2023-11-30,1997-12-31,290676.25,312324.0,21647.75,6.933333333333334
Alaska,State,2023-11-30,1998-12-31,295355.0833333333,315362.6666666667,20007.583333333332,6.325
Alaska,State,2023-11-30,1999-12-31,297862.0,318256.5,20394.5,6.408333333333334
Alaska,State,2023-11-30,2000-12-31,299606.3333333333,319799.5833333333,20193.25,6.316666666666666
Alaska,State,2023-11-30,2001-12-31,301400.9166666667,321621.6666666667,20220.75,6.283333333333334
Alaska,State,2023-11-30,2002-12-31,303681.5833333333,327172.6666666667,23491.083333333332,7.166666666666667
Alaska,State,2023-11-30,2003-12-31,306808.8333333333,332337.5,25528.666666666668,7.683333333333334
Alaska,State,2023-11-30,2004-12-31,312354.0,337400.6666666667,25046.666666666668,7.416666666666667
Alaska,State,2023-11-30,2005-12-31,320288.5,344135.1666666667,23846.666666666668,6.933333333333334
Alaska,State,2023-11-30,2006-12-31,325653.3333333333,348776.0,23122.666666666668,6.633333333333333
Alaska,State,2023-11-30,2007-12-31,328279.25,350201.4166666667,21922.166666666668,6.258333333333333
Alaska,State,2023-11-30,2008-12-31,332328.4166666667,355365.1666666667,23036.75,6.4750000000000005
Alaska,State,2023-11-30,2009-12-31,330858.1666666667,359508.0,28649.833333333332,7.983333333333333
Alaska,State,2023-11-30,2010-12-31,332196.1666666667,361628.5833333333,29432.416666666668,8.133333333333333
Alaska,State,2023-11-30,2011-12-31,336210.5,364445.25,28234.75,7.733333333333333
Alaska,State,2023-11-30,2012-12-31,337915.0,364276.4166666667,26361.416666666668,7.25
Alaska,State,2023-11-30,2013-12-31,338208.75,363638.4166666667,25429.666666666668,6.991666666666667
Alaska,State,2023-11-30,2014-12-31,339774.9166666667,364337.4166666667,24562.5,6.741666666666667
Alaska,State,2023-11-30,2015-12-31,339579.1666666667,362328.8333333333,22749.666666666668,6.2749999999999995
Alaska,State,2023-11-30,2016-12-31,338218.75,362097.3333333333,23878.583333333332,6.6000000000000005
Alaska,State,2023-11-30,2017-12-31,337080.6666666667,360542.9166666667,23462.25,6.508333333333333
Alaska,State,2023-11-30,2018-12-31,334012.9166666667,355482.1666666667,21469.25,6.041666666666667
Alaska,State,2023-11-30,2019-12-31,333436.25,353193.5833333333,19757.333333333332,5.591666666666666
Alaska,State,2023-11-30,2020-12-31,318157.1666666667,346979.9166666667,28822.75,8.308333333333334
Alaska,State,2023-11-30,2021-12-31,330492.25,353184.3333333333,22692.083333333332,6.433333333333334
Alaska,State,2023-11-30,2022-12-31,342389.75,356762.4166666667,14372.666666666666,4.0249999999999995
Alaska,State,2023-11-30,2023-12-31,343947.63636363635,357838.45454545453,13890.818181818182,3.8909090909090907
"Albany, GA",MSA,2023-11-30,2000-12-31,67582.5,70926.66666666667,3344.1666666666665,4.716666666666667
"Albany, GA",MSA,2023-11-30,2001-12-31,66799.91666666667,70386.5,3586.5833333333335,5.091666666666667
"Albany, GA",MSA,2023-11-30,2002-12-31,67219.41666666667,71399.16666666667,4179.75,5.866666666666667
"Albany, GA",MSA,2023-11-30,2003-12-31,69798.5,73783.41666666667,3984.9166666666665,5.3999999999999995
"Albany, GA",MSA,2023-11-30,2004-12-31,69607.83333333333,73782.33333333333,4174.5,5.658333333333334
"Albany, GA",MSA,2023-11-30,2005-12-31,70046.0,74553.83333333333,4507.833333333333,6.05
"Albany, GA",MSA,2023-11-30,2006-12-31,71195.25,75518.41666666667,4323.166666666667,5.7250000000000005
"Albany, GA",MSA,2023-11-30,2007-12-31,71720.33333333333,75930.58333333333,4210.25,5.533333333333334
"Albany, GA",MSA,2023-11-30,2008-12-31,71258.25,76493.5,5235.25,6.866666666666667
"Albany, GA",MSA,2023-11-30,2009-12-31,68863.75,76616.66666666667,7752.916666666667,10.141666666666667
"Albany, GA",MSA,2023-11-30,2010-12-31,62517.25,70957.16666666667,8439.916666666666,11.891666666666667
"Albany, GA",MSA,2023-11-30,2011-12-31,62356.0,70257.58333333333,7901.583333333333,11.258333333333333
"Albany, GA",MSA,2023-11-30,2012-12-31,62476.166666666664,69589.0,7112.833333333333,10.216666666666667
"Albany, GA",MSA,2023-11-30,2013-12-31,61603.583333333336,67965.66666666667,6362.083333333333,9.366666666666667
"Albany, GA",MSA,2023-11-30,2014-12-31,60792.333333333336,66362.0,5569.666666666667,8.391666666666667
"Albany, GA",MSA,2023-11-30,2015-12-31,60209.5,64825.583333333336,4616.083333333333,7.133333333333333
"Albany, GA",MSA,2023-11-30,2016-12-31,62518.083333333336,66738.16666666667,4220.083333333333,6.325
"Albany, GA",MSA,2023-11-30,2017-12-31,65022.166666666664,68811.33333333333,3789.1666666666665,5.5
"Albany, GA",MSA,2023-11-30,2018-12-31,63946.0,67276.0,3330.0,4.95
"Albany, GA",MSA,2023-11-30,2019-12-31,63976.0,66866.33333333333,2890.3333333333335,4.333333333333333
"Albany, GA",MSA,2023-11-30,2020-12-31,61405.5,66129.66666666667,4724.166666666667,7.175000000000001
"Albany, GA",MSA,2023-11-30,2021-12-31,62347.25,65753.75,3406.5,5.158333333333333
"Albany, GA",MSA,2023-11-30,2022-12-31,62223.333333333336,64695.0,2471.6666666666665,3.8166666666666664
"Albany, GA",MSA,2023-11-30,2023-12-31,62410.181818181816,64919.36363636364,2509.181818181818,3.8545454545454545
"Albany, OR",MSA,2023-11-30,2000-12-31,47925.25,51407.25,3482.0,6.766666666666667
"Albany, OR",MSA,2023-11-30,2001-12-31,47819.25,51773.416666666664,3954.1666666666665,7.633333333333333
"Albany, OR",MSA,2023-11-30,2002-12-31,47735.916666666664,52422.833333333336,4686.916666666667,8.933333333333334
"Albany, OR",MSA,2023-11-30,2003-12-31,47230.75,52469.666666666664,5238.916666666667,9.975
"Albany, OR",MSA,2023-11-30,2004-12-31,47176.166666666664,51929.25,4753.083333333333,9.158333333333333
"Albany, OR",MSA,2023-11-30,2005-12-31,48123.666666666664,52056.833333333336,3933.1666666666665,7.558333333333334
"Albany, OR",MSA,2023-11-30,2006-12-31,49167.333333333336,52641.666666666664,3474.3333333333335,6.591666666666666
"Albany, OR",MSA,2023-11-30,2007-12-31,50000.0,53365.916666666664,3365.9166666666665,6.316666666666666
"Albany, OR",MSA,2023-11-30,2008-12-31,50825.333333333336,54955.0,4129.666666666667,7.491666666666666
"Albany, OR",MSA,2023-11-30,2009-12-31,48428.5,55905.333333333336,7476.833333333333,13.375
"Albany, OR",MSA,2023-11-30,2010-12-31,49905.666666666664,57282.5,7376.833333333333,12.875
"Albany, OR",MSA,2023-11-30,2011-12-31,50198.666666666664,56714.166666666664,6515.5,11.483333333333334
"Albany, OR",MSA,2023-11-30,2012-12-31,49618.5,55584.333333333336,5965.833333333333,10.725
"Albany, OR",MSA,2023-11-30,2013-12-31,48778.666666666664,53920.5,5141.833333333333,9.533333333333333
"Albany, OR",MSA,2023-11-30,2014-12-31,50075.333333333336,54391.916666666664,4316.583333333333,7.933333333333334
"Albany, OR",MSA,2023-11-30,2015-12-31,51608.333333333336,55224.916666666664,3616.5833333333335,6.533333333333334
"Albany, OR",MSA,2023-11-30,2016-12-31,53486.833333333336,56674.0,3187.1666666666665,5.616666666666667
"Albany, OR",MSA,2023-11-30,2017-12-31,54787.166666666664,57475.666666666664,2688.5,4.675
"Albany, OR",MSA,2023-11-30,2018-12-31,55617.166666666664,58285.083333333336,2667.9166666666665,4.566666666666666
"Albany, OR",MSA,2023-11-30,2019-12-31,55963.833333333336,58468.416666666664,2504.5833333333335,4.291666666666667
"Albany, OR",MSA,2023-11-30,2020-12-31,54610.25,59210.083333333336,4599.833333333333,7.7749999999999995
"Albany, OR",MSA,2023-11-30,2021-12-31,57431.75,60768.666666666664,3336.9166666666665,5.5
"Albany, OR",MSA,2023-11-30,2022-12-31,58835.833333333336,61650.583333333336,2814.75,4.558333333333334
"Albany, OR",MSA,2023-11-30,2023-12-31,58157.90909090909,60749.27272727273,2591.3636363636365,4.254545454545454
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2000-12-31,418050.8333333333,432817.6666666667,14766.833333333334,3.4250000000000003
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2001-12-31,420334.75,435482.1666666667,15147.416666666666,3.483333333333333
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2002-12-31,426519.1666666667,444999.5,18480.333333333332,4.1499999999999995
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2003-12-31,425670.1666666667,445181.3333333333,19511.166666666668,4.366666666666666
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2004-12-31,429261.75,448629.75,19368.0,4.308333333333334
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2005-12-31,435906.4166666667,454005.3333333333,18098.916666666668,3.975
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2006-12-31,438033.0,455810.1666666667,17777.166666666668,3.891666666666667
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2007-12-31,434008.6666666667,451735.3333333333,17726.666666666668,3.9250000000000003
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2008-12-31,433949.4166666667,456322.0833333333,22372.666666666668,4.8999999999999995
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2009-12-31,425922.75,458121.9166666667,32199.166666666668,7.041666666666667
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2010-12-31,425175.1666666667,459223.5,34048.333333333336,7.425000000000001
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2011-12-31,417516.25,449971.0,32454.75,7.2
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2012-12-31,420865.5833333333,454630.3333333333,33764.75,7.433333333333334
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2013-12-31,425784.4166666667,455108.5833333333,29324.166666666668,6.425
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2014-12-31,421805.8333333333,444457.8333333333,22652.0,5.091666666666667
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2015-12-31,426551.1666666667,446566.5833333333,20015.416666666668,4.5
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2016-12-31,429216.4166666667,448077.9166666667,18861.5,4.2
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2017-12-31,436849.8333333333,456273.4166666667,19423.583333333332,4.258333333333334
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2018-12-31,441335.0,458510.3333333333,17175.333333333332,3.75
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2019-12-31,444073.6666666667,460121.0833333333,16047.416666666666,3.4916666666666667
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2020-12-31,426376.0,457927.3333333333,31551.333333333332,6.8999999999999995
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2021-12-31,434201.25,453723.3333333333,19522.083333333332,4.3
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2022-12-31,442870.5833333333,456543.0833333333,13672.5,2.983333333333333
"Albany-Schenectady-Troy, NY",MSA,2023-11-30,2023-12-31,449277.0,462697.0,13420.0,2.909090909090909
"Albuquerque, NM",MSA,2023-11-30,2000-12-31,352960.1666666667,368342.5833333333,15382.416666666666,4.175
"Albuquerque, NM",MSA,2023-11-30,2001-12-31,355870.75,371915.6666666667,16044.916666666666,4.316666666666666
"Albuquerque, NM",MSA,2023-11-30,2002-12-31,355895.3333333333,374846.5833333333,18951.25,5.058333333333333
"Albuquerque, NM",MSA,2023-11-30,2003-12-31,356774.6666666667,377307.5833333333,20532.916666666668,5.433333333333334
"Albuquerque, NM",MSA,2023-11-30,2004-12-31,362531.5833333333,382237.0,19705.416666666668,5.141666666666667
"Albuquerque, NM",MSA,2023-11-30,2005-12-31,369942.0833333333,389019.9166666667,19077.833333333332,4.908333333333333
"Albuquerque, NM",MSA,2023-11-30,2006-12-31,380482.0833333333,396308.0833333333,15826.0,3.9916666666666667
"Albuquerque, NM",MSA,2023-11-30,2007-12-31,384358.4166666667,398507.5833333333,14149.166666666666,3.5500000000000003
"Albuquerque, NM",MSA,2023-11-30,2008-12-31,385006.8333333333,402780.9166666667,17774.083333333332,4.416666666666667
"Albuquerque, NM",MSA,2023-11-30,2009-12-31,369811.6666666667,398885.3333333333,29073.666666666668,7.291666666666667
"Albuquerque, NM",MSA,2023-11-30,2010-12-31,389097.5833333333,421464.1666666667,32366.583333333332,7.691666666666666
"Albuquerque, NM",MSA,2023-11-30,2011-12-31,388442.9166666667,418637.1666666667,30194.25,7.216666666666666
"Albuquerque, NM",MSA,2023-11-30,2012-12-31,388846.6666666667,417952.3333333333,29105.666666666668,6.966666666666668
"Albuquerque, NM",MSA,2023-11-30,2013-12-31,389970.5833333333,418228.9166666667,28258.333333333332,6.758333333333333
"Albuquerque, NM",MSA,2023-11-30,2014-12-31,392033.5,418975.0833333333,26941.583333333332,6.433333333333334
"Albuquerque, NM",MSA,2023-11-30,2015-12-31,396095.4166666667,422286.5,26191.083333333332,6.208333333333333
"Albuquerque, NM",MSA,2023-11-30,2016-12-31,403234.75,429689.0,26454.25,6.158333333333334
"Albuquerque, NM",MSA,2023-11-30,2017-12-31,408950.4166666667,433302.3333333333,24351.916666666668,5.625
"Albuquerque, NM",MSA,2023-11-30,2018-12-31,412309.9166666667,432527.75,20217.833333333332,4.675
"Albuquerque, NM",MSA,2023-11-30,2019-12-31,417381.9166666667,437900.25,20518.333333333332,4.683333333333333
"Albuquerque, NM",MSA,2023-11-30,2020-12-31,396258.0,429081.6666666667,32823.666666666664,7.683333333333334
"Albuquerque, NM",MSA,2023-11-30,2021-12-31,409718.5,438708.75,28990.25,6.616666666666667
"Albuquerque, NM",MSA,2023-11-30,2022-12-31,424913.9166666667,441346.25,16432.333333333332,3.725
"Albuquerque, NM",MSA,2023-11-30,2023-12-31,429857.54545454547,445007.36363636365,15149.818181818182,3.4
"Alexandria, LA",MSA,2023-11-30,2000-12-31,59928.833333333336,63349.916666666664,3421.0833333333335,5.391666666666667
"Alexandria, LA",MSA,2023-11-30,2001-12-31,59733.25,63506.75,3773.5,5.941666666666666
"Alexandria, LA",MSA,2023-11-30,2002-12-31,60135.416666666664,64029.083333333336,3893.6666666666665,6.091666666666666
"Alexandria, LA",MSA,2023-11-30,2003-12-31,59932.75,64114.833333333336,4182.083333333333,6.5249999999999995
"Alexandria, LA",MSA,2023-11-30,2004-12-31,60823.833333333336,64371.5,3547.6666666666665,5.5249999999999995
"Alexandria, LA",MSA,2023-11-30,2005-12-31,63865.666666666664,67974.0,4108.333333333333,6.016666666666667
"Alexandria, LA",MSA,2023-11-30,2006-12-31,66263.75,68864.91666666667,2601.1666666666665,3.775
"Alexandria, LA",MSA,2023-11-30,2007-12-31,65558.91666666667,68364.66666666667,2805.75,4.108333333333333
"Alexandria, LA",MSA,2023-11-30,2008-12-31,67359.0,70503.58333333333,3144.5833333333335,4.45
"Alexandria, LA",MSA,2023-11-30,2009-12-31,65125.416666666664,69684.75,4559.333333333333,6.55
"Alexandria, LA",MSA,2023-11-30,2010-12-31,62466.083333333336,67360.83333333333,4894.75,7.2749999999999995
"Alexandria, LA",MSA,2023-11-30,2011-12-31,61901.333333333336,66812.58333333333,4911.25,7.358333333333333
"Alexandria, LA",MSA,2023-11-30,2012-12-31,61295.416666666664,65788.08333333333,4492.666666666667,6.833333333333333
"Alexandria, LA",MSA,2023-11-30,2013-12-31,61050.666666666664,65368.416666666664,4317.75,6.591666666666666
"Alexandria, LA",MSA,2023-11-30,2014-12-31,61796.666666666664,66166.75,4370.083333333333,6.616666666666667
"Alexandria, LA",MSA,2023-11-30,2015-12-31,62079.083333333336,66417.16666666667,4338.083333333333,6.533333333333334
"Alexandria, LA",MSA,2023-11-30,2016-12-31,61532.833333333336,65658.25,4125.416666666667,6.291666666666667
"Alexandria, LA",MSA,2023-11-30,2017-12-31,60684.833333333336,64340.333333333336,3655.5,5.675
"Alexandria, LA",MSA,2023-11-30,2018-12-31,60418.083333333336,63791.416666666664,3373.3333333333335,5.308333333333334
"Alexandria, LA",MSA,2023-11-30,2019-12-31,60233.25,63369.25,3136.0,4.941666666666666
"Alexandria, LA",MSA,2023-11-30,2020-12-31,58711.75,62897.083333333336,4185.333333333333,6.683333333333334
"Alexandria, LA",MSA,2023-11-30,2021-12-31,61059.333333333336,63727.5,2668.1666666666665,4.191666666666666
"Alexandria, LA",MSA,2023-11-30,2022-12-31,62534.583333333336,64623.166666666664,2088.5833333333335,3.233333333333333
"Alexandria, LA",MSA,2023-11-30,2023-12-31,63035.27272727273,65148.454545454544,2113.181818181818,3.2363636363636363
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2000-12-31,372329.9166666667,386734.9166666667,14405.0,3.733333333333333
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2001-12-31,376199.3333333333,393319.8333333333,17120.5,4.366666666666666
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2002-12-31,375400.5,397018.0833333333,21617.583333333332,5.441666666666666
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2003-12-31,375855.1666666667,398469.25,22614.083333333332,5.675
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2004-12-31,380707.25,401783.5833333333,21076.333333333332,5.233333333333333
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2005-12-31,387506.9166666667,407431.75,19924.833333333332,4.891666666666667
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2006-12-31,394754.4166666667,414182.1666666667,19427.75,4.7
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2007-12-31,398720.5,417585.8333333333,18865.333333333332,4.516666666666667
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2008-12-31,398753.0,422486.4166666667,23733.416666666668,5.608333333333333
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2009-12-31,386788.3333333333,423180.25,36391.916666666664,8.608333333333333
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2010-12-31,380693.4166666667,418345.0833333333,37651.666666666664,8.991666666666667
"Allentown-Bethlehem-Easton, PA-NJ",MSA,2023-11-30,2011-12-31,386036.0833333333,421945.0,35908.916666666664,8.516666666666667
